angle,sin,cos
16d2,1656,3bf9
16d3,1657,3bf9
16d4,1658,3bf8
16d5,1659,3bf8
16d6,165a,3bf8
16d7,165b,3bf7
16d8,165c,3bf7
16d9,165d,3bf7
16da,165e,3bf6
16db,165f,3bf6
16dc,1660,3bf5
16dd,1661,3bf5
16de,1662,3bf5
16df,1663,3bf4
16e0,1664,3bf4
16e1,1665,3bf4
16e2,1665,3bf3
16e3,1666,3bf3
16e4,1667,3bf3
16e5,1668,3bf2
16e6,1669,3bf2
16e7,166a,3bf2
16e8,166b,3bf1
16e9,166c,3bf1
16ea,166d,3bf1
16eb,166e,3bf0
16ec,166f,3bf0
16ed,1670,3bf0
16ee,1671,3bef
16ef,1672,3bef
16f0,1673,3bee
16f1,1674,3bee
16f2,1674,3bee
16f3,1675,3bed
16f4,1676,3bed
16f5,1677,3bed
16f6,1678,3bec
16f7,1679,3bec
16f8,167a,3bec
16f9,167b,3beb
16fa,167c,3beb
16fb,167d,3beb
16fc,167e,3bea
16fd,167f,3bea
16fe,1680,3bea
16ff,1681,3be9
1700,1682,3be9
1701,1683,3be8
1702,1683,3be8
1703,1684,3be8
1704,1685,3be7
1705,1686,3be7
1706,1687,3be7
1707,1688,3be6
1708,1689,3be6
1709,168a,3be6
170a,168b,3be5
170b,168c,3be5
170c,168d,3be5
170d,168e,3be4
170e,168f,3be4
170f,1690,3be4
1710,1691,3be3
1711,1691,3be3
1712,1692,3be2
1713,1693,3be2
1714,1694,3be2
1715,1695,3be1
1716,1696,3be1
1717,1697,3be1
1718,1698,3be0
1719,1699,3be0
171a,169a,3be0
171b,169b,3bdf
171c,169c,3bdf
171d,169d,3bdf
171e,169e,3bde
171f,169f,3bde
1720,16a0,3bde
1721,16a0,3bdd
1722,16a1,3bdd
1723,16a2,3bdc
1724,16a3,3bdc
1725,16a4,3bdc
1726,16a5,3bdb
1727,16a6,3bdb
1728,16a7,3bdb
1729,16a8,3bda
172a,16a9,3bda
172b,16aa,3bda
172c,16ab,3bd9
172d,16ac,3bd9
172e,16ad,3bd9
172f,16ae,3bd8
1730,16ae,3bd8
1731,16af,3bd8
1732,16b0,3bd7
1733,16b1,3bd7
1734,16b2,3bd6
1735,16b3,3bd6
1736,16b4,3bd6
1737,16b5,3bd5
1738,16b6,3bd5
1739,16b7,3bd5
173a,16b8,3bd4
173b,16b9,3bd4
173c,16ba,3bd4
173d,16bb,3bd3
173e,16bc,3bd3
173f,16bd,3bd3
1740,16bd,3bd2
1741,16be,3bd2
1742,16bf,3bd2
1743,16c0,3bd1
1744,16c1,3bd1
1745,16c2,3bd0
1746,16c3,3bd0
1747,16c4,3bd0
1748,16c5,3bcf
1749,16c6,3bcf
174a,16c7,3bcf
174b,16c8,3bce
174c,16c9,3bce
174d,16ca,3bce
174e,16cb,3bcd
174f,16cb,3bcd
1750,16cc,3bcd
1751,16cd,3bcc
1752,16ce,3bcc
1753,16cf,3bcb
1754,16d0,3bcb
1755,16d1,3bcb
1756,16d2,3bca
1757,16d3,3bca
1758,16d4,3bca
1759,16d5,3bc9
175a,16d6,3bc9
175b,16d7,3bc9
175c,16d8,3bc8
175d,16d9,3bc8
175e,16d9,3bc8
175f,16da,3bc7
1760,16db,3bc7
1761,16dc,3bc6
1762,16dd,3bc6
1763,16de,3bc6
1764,16df,3bc5
1765,16e0,3bc5
1766,16e1,3bc5
1767,16e2,3bc4
1768,16e3,3bc4
1769,16e4,3bc4
176a,16e5,3bc3
176b,16e6,3bc3
176c,16e7,3bc3
176d,16e7,3bc2
176e,16e8,3bc2
176f,16e9,3bc1
1770,16ea,3bc1
1771,16eb,3bc1
1772,16ec,3bc0
1773,16ed,3bc0
1774,16ee,3bc0
1775,16ef,3bbf
1776,16f0,3bbf
1777,16f1,3bbf
1778,16f2,3bbe
1779,16f3,3bbe
177a,16f4,3bbe
177b,16f5,3bbd
177c,16f5,3bbd
177d,16f6,3bbc
177e,16f7,3bbc
177f,16f8,3bbc
1780,16f9,3bbb
1781,16fa,3bbb
1782,16fb,3bbb
1783,16fc,3bba
1784,16fd,3bba
1785,16fe,3bba
1786,16ff,3bb9
1787,1700,3bb9
1788,1701,3bb8
1789,1702,3bb8
178a,1703,3bb8
178b,1703,3bb7
178c,1704,3bb7
178d,1705,3bb7
178e,1706,3bb6
178f,1707,3bb6
1790,1708,3bb6
1791,1709,3bb5
1792,170a,3bb5
1793,170b,3bb5
1794,170c,3bb4
1795,170d,3bb4
1796,170e,3bb3
1797,170f,3bb3
1798,1710,3bb3
1799,1711,3bb2
179a,1711,3bb2
179b,1712,3bb2
179c,1713,3bb1
179d,1714,3bb1
179e,1715,3bb1
179f,1716,3bb0
17a0,1717,3bb0
17a1,1718,3baf
17a2,1719,3baf
17a3,171a,3baf
17a4,171b,3bae
17a5,171c,3bae
17a6,171d,3bae
17a7,171e,3bad
17a8,171f,3bad
17a9,171f,3bad
17aa,1720,3bac
17ab,1721,3bac
17ac,1722,3bac
17ad,1723,3bab
17ae,1724,3bab
17af,1725,3baa
17b0,1726,3baa
17b1,1727,3baa
17b2,1728,3ba9
17b3,1729,3ba9
17b4,172a,3ba9
17b5,172b,3ba8
17b6,172c,3ba8
17b7,172d,3ba8
17b8,172d,3ba7
17b9,172e,3ba7
17ba,172f,3ba6
17bb,1730,3ba6
17bc,1731,3ba6
17bd,1732,3ba5
17be,1733,3ba5
17bf,1734,3ba5
17c0,1735,3ba4
17c1,1736,3ba4
17c2,1737,3ba4
17c3,1738,3ba3
17c4,1739,3ba3
17c5,173a,3ba2
17c6,173b,3ba2
17c7,173b,3ba2
17c8,173c,3ba1
17c9,173d,3ba1
17ca,173e,3ba1
17cb,173f,3ba0
17cc,1740,3ba0
17cd,1741,3ba0
17ce,1742,3b9f
17cf,1743,3b9f
17d0,1744,3b9e
17d1,1745,3b9e
17d2,1746,3b9e
17d3,1747,3b9d
17d4,1748,3b9d
17d5,1748,3b9d
17d6,1749,3b9c
17d7,174a,3b9c
17d8,174b,3b9c
17d9,174c,3b9b
17da,174d,3b9b
17db,174e,3b9a
17dc,174f,3b9a
17dd,1750,3b9a
17de,1751,3b99
17df,1752,3b99
17e0,1753,3b99
17e1,1754,3b98
17e2,1755,3b98
17e3,1756,3b98
17e4,1756,3b97
17e5,1757,3b97
17e6,1758,3b96
17e7,1759,3b96
17e8,175a,3b96
17e9,175b,3b95
17ea,175c,3b95
17eb,175d,3b95
17ec,175e,3b94
17ed,175f,3b94
17ee,1760,3b94
17ef,1761,3b93
17f0,1762,3b93
17f1,1763,3b92
17f2,1763,3b92
17f3,1764,3b92
17f4,1765,3b91
17f5,1766,3b91
17f6,1767,3b91
17f7,1768,3b90
17f8,1769,3b90
17f9,176a,3b8f
17fa,176b,3b8f
17fb,176c,3b8f
17fc,176d,3b8e
17fd,176e,3b8e
17fe,176f,3b8e
17ff,1770,3b8d
1800,1771,3b8d
1801,1771,3b8d
1802,1772,3b8c
1803,1773,3b8c
1804,1774,3b8b
1805,1775,3b8b
1806,1776,3b8b
1807,1777,3b8a
1808,1778,3b8a
1809,1779,3b8a
180a,177a,3b89
180b,177b,3b89
180c,177c,3b89
180d,177d,3b88
180e,177e,3b88
180f,177e,3b87
1810,177f,3b87
1811,1780,3b87
1812,1781,3b86
1813,1782,3b86
1814,1783,3b86
1815,1784,3b85
1816,1785,3b85
1817,1786,3b84
1818,1787,3b84
1819,1788,3b84
181a,1789,3b83
181b,178a,3b83
181c,178b,3b83
181d,178b,3b82
181e,178c,3b82
181f,178d,3b82
1820,178e,3b81
1821,178f,3b81
1822,1790,3b80
1823,1791,3b80
1824,1792,3b80
1825,1793,3b7f
1826,1794,3b7f
1827,1795,3b7f
1828,1796,3b7e
1829,1797,3b7e
182a,1798,3b7e
182b,1799,3b7d
182c,1799,3b7d
182d,179a,3b7c
182e,179b,3b7c
182f,179c,3b7c
1830,179d,3b7b
1831,179e,3b7b
1832,179f,3b7b
1833,17a0,3b7a
1834,17a1,3b7a
1835,17a2,3b79
1836,17a3,3b79
1837,17a4,3b79
1838,17a5,3b78
1839,17a6,3b78
183a,17a6,3b78
183b,17a7,3b77
183c,17a8,3b77
183d,17a9,3b76
183e,17aa,3b76
183f,17ab,3b76
1840,17ac,3b75
1841,17ad,3b75
1842,17ae,3b75
1843,17af,3b74
1844,17b0,3b74
1845,17b1,3b74
1846,17b2,3b73
1847,17b3,3b73
1848,17b3,3b72
1849,17b4,3b72
184a,17b5,3b72
184b,17b6,3b71
184c,17b7,3b71
184d,17b8,3b71
184e,17b9,3b70
184f,17ba,3b70
1850,17bb,3b6f
1851,17bc,3b6f
1852,17bd,3b6f
1853,17be,3b6e
1854,17bf,3b6e
1855,17c0,3b6e
1856,17c0,3b6d
1857,17c1,3b6d
1858,17c2,3b6c
1859,17c3,3b6c
185a,17c4,3b6c
185b,17c5,3b6b
185c,17c6,3b6b
185d,17c7,3b6b
185e,17c8,3b6a
185f,17c9,3b6a
1860,17ca,3b6a
1861,17cb,3b69
1862,17cc,3b69
1863,17cd,3b68
1864,17cd,3b68
1865,17ce,3b68
1866,17cf,3b67
1867,17d0,3b67
1868,17d1,3b67
1869,17d2,3b66
186a,17d3,3b66
186b,17d4,3b65
186c,17d5,3b65
186d,17d6,3b65
186e,17d7,3b64
186f,17d8,3b64
1870,17d9,3b64
1871,17da,3b63
1872,17da,3b63
1873,17db,3b62
1874,17dc,3b62
1875,17dd,3b62
1876,17de,3b61
1877,17df,3b61
1878,17e0,3b61
1879,17e1,3b60
187a,17e2,3b60
187b,17e3,3b5f
187c,17e4,3b5f
187d,17e5,3b5f
187e,17e6,3b5e
187f,17e7,3b5e
1880,17e7,3b5e
1881,17e8,3b5d
1882,17e9,3b5d
1883,17ea,3b5c
1884,17eb,3b5c
1885,17ec,3b5c
1886,17ed,3b5b
1887,17ee,3b5b
1888,17ef,3b5b
1889,17f0,3b5a
188a,17f1,3b5a
188b,17f2,3b59
188c,17f3,3b59
188d,17f3,3b59
188e,17f4,3b58
188f,17f5,3b58
1890,17f6,3b58
1891,17f7,3b57
1892,17f8,3b57
1893,17f9,3b56
1894,17fa,3b56
1895,17fb,3b56
1896,17fc,3b55
1897,17fd,3b55
1898,17fe,3b55
1899,17ff,3b54
189a,1800,3b54
189b,1800,3b53
189c,1801,3b53
189d,1802,3b53
189e,1803,3b52
189f,1804,3b52
18a0,1805,3b52
18a1,1806,3b51
18a2,1807,3b51
18a3,1808,3b50
18a4,1809,3b50
18a5,180a,3b50
18a6,180b,3b4f
18a7,180c,3b4f
18a8,180d,3b4f
18a9,180d,3b4e
18aa,180e,3b4e
18ab,180f,3b4d
18ac,1810,3b4d
18ad,1811,3b4d
18ae,1812,3b4c
18af,1813,3b4c
18b0,1814,3b4c
18b1,1815,3b4b
18b2,1816,3b4b
18b3,1817,3b4a
18b4,1818,3b4a
18b5,1819,3b4a
18b6,1819,3b49
18b7,181a,3b49
18b8,181b,3b49
18b9,181c,3b48
18ba,181d,3b48
18bb,181e,3b47
18bc,181f,3b47
18bd,1820,3b47
18be,1821,3b46
18bf,1822,3b46
18c0,1823,3b46
18c1,1824,3b45
18c2,1825,3b45
18c3,1826,3b44
18c4,1826,3b44
18c5,1827,3b44
18c6,1828,3b43
18c7,1829,3b43
18c8,182a,3b43
18c9,182b,3b42
18ca,182c,3b42
18cb,182d,3b41
18cc,182e,3b41
18cd,182f,3b41
18ce,1830,3b40
18cf,1831,3b40
18d0,1832,3b40
18d1,1832,3b3f
18d2,1833,3b3f
18d3,1834,3b3e
18d4,1835,3b3e
18d5,1836,3b3e
18d6,1837,3b3d
18d7,1838,3b3d
18d8,1839,3b3c
18d9,183a,3b3c
18da,183b,3b3c
18db,183c,3b3b
18dc,183d,3b3b
18dd,183e,3b3b
18de,183f,3b3a
18df,183f,3b3a
18e0,1840,3b39
18e1,1841,3b39
18e2,1842,3b39
18e3,1843,3b38
18e4,1844,3b38
18e5,1845,3b38
18e6,1846,3b37
18e7,1847,3b37
18e8,1848,3b36
18e9,1849,3b36
18ea,184a,3b36
18eb,184b,3b35
18ec,184b,3b35
18ed,184c,3b35
18ee,184d,3b34
18ef,184e,3b34
18f0,184f,3b33
18f1,1850,3b33
18f2,1851,3b33
18f3,1852,3b32
18f4,1853,3b32
18f5,1854,3b31
18f6,1855,3b31
18f7,1856,3b31
18f8,1857,3b30
18f9,1858,3b30
18fa,1858,3b30
18fb,1859,3b2f
18fc,185a,3b2f
18fd,185b,3b2e
18fe,185c,3b2e
18ff,185d,3b2e
1900,185e,3b2d
1901,185f,3b2d
1902,1860,3b2d
1903,1861,3b2c
1904,1862,3b2c
1905,1863,3b2b
1906,1864,3b2b
1907,1864,3b2b
1908,1865,3b2a
1909,1866,3b2a
190a,1867,3b2a
190b,1868,3b29
190c,1869,3b29
190d,186a,3b28
190e,186b,3b28
190f,186c,3b28
1910,186d,3b27
1911,186e,3b27
1912,186f,3b26
1913,1870,3b26
1914,1870,3b26
1915,1871,3b25
1916,1872,3b25
1917,1873,3b25
1918,1874,3b24
1919,1875,3b24
191a,1876,3b23
191b,1877,3b23
191c,1878,3b23
191d,1879,3b22
191e,187a,3b22
191f,187b,3b21
1920,187c,3b21
1921,187c,3b21
1922,187d,3b20
1923,187e,3b20
1924,187f,3b20
1925,1880,3b1f
1926,1881,3b1f
1927,1882,3b1e
1928,1883,3b1e
1929,1884,3b1e
192a,1885,3b1d
192b,1886,3b1d
192c,1887,3b1d
192d,1888,3b1c
192e,1888,3b1c
192f,1889,3b1b
1930,188a,3b1b
1931,188b,3b1b
1932,188c,3b1a
1933,188d,3b1a
1934,188e,3b19
1935,188f,3b19
1936,1890,3b19
1937,1891,3b18
1938,1892,3b18
1939,1893,3b18
193a,1894,3b17
193b,1894,3b17
193c,1895,3b16
193d,1896,3b16
193e,1897,3b16
193f,1898,3b15
1940,1899,3b15
1941,189a,3b14
1942,189b,3b14
1943,189c,3b14
1944,189d,3b13
1945,189e,3b13
1946,189f,3b13
1947,18a0,3b12
1948,18a0,3b12
1949,18a1,3b11
194a,18a2,3b11
194b,18a3,3b11
194c,18a4,3b10
194d,18a5,3b10
194e,18a6,3b0f
194f,18a7,3b0f
1950,18a8,3b0f
1951,18a9,3b0e
1952,18aa,3b0e
1953,18ab,3b0e
1954,18ac,3b0d
1955,18ac,3b0d
1956,18ad,3b0c
1957,18ae,3b0c
1958,18af,3b0c
1959,18b0,3b0b
195a,18b1,3b0b
195b,18b2,3b0a
195c,18b3,3b0a
195d,18b4,3b0a
195e,18b5,3b09
195f,18b6,3b09
1960,18b7,3b09
1961,18b8,3b08
1962,18b8,3b08
1963,18b9,3b07
1964,18ba,3b07
1965,18bb,3b07
1966,18bc,3b06
1967,18bd,3b06
1968,18be,3b05
1969,18bf,3b05
196a,18c0,3b05
196b,18c1,3b04
196c,18c2,3b04
196d,18c3,3b03
196e,18c4,3b03
196f,18c4,3b03
1970,18c5,3b02
1971,18c6,3b02
1972,18c7,3b02
1973,18c8,3b01
1974,18c9,3b01
1975,18ca,3b00
1976,18cb,3b00
1977,18cc,3b00
1978,18cd,3aff
1979,18ce,3aff
197a,18cf,3afe
197b,18d0,3afe
197c,18d0,3afe
197d,18d1,3afd
197e,18d2,3afd
197f,18d3,3afd
1980,18d4,3afc
1981,18d5,3afc
1982,18d6,3afb
1983,18d7,3afb
1984,18d8,3afb
1985,18d9,3afa
1986,18da,3afa
1987,18db,3af9
1988,18dc,3af9
1989,18dc,3af9
198a,18dd,3af8
198b,18de,3af8
198c,18df,3af7
198d,18e0,3af7
198e,18e1,3af7
198f,18e2,3af6
1990,18e3,3af6
1991,18e4,3af6
1992,18e5,3af5
1993,18e6,3af5
1994,18e7,3af4
1995,18e7,3af4
1996,18e8,3af4
1997,18e9,3af3
1998,18ea,3af3
1999,18eb,3af2
199a,18ec,3af2
199b,18ed,3af2
199c,18ee,3af1
199d,18ef,3af1
199e,18f0,3af0
199f,18f1,3af0
19a0,18f2,3af0
19a1,18f3,3aef
19a2,18f3,3aef
19a3,18f4,3aef
19a4,18f5,3aee
19a5,18f6,3aee
19a6,18f7,3aed
19a7,18f8,3aed
19a8,18f9,3aed
19a9,18fa,3aec
19aa,18fb,3aec
19ab,18fc,3aeb
19ac,18fd,3aeb
19ad,18fe,3aeb
19ae,18ff,3aea
19af,18ff,3aea
19b0,1900,3ae9
19b1,1901,3ae9
19b2,1902,3ae9
19b3,1903,3ae8
19b4,1904,3ae8
19b5,1905,3ae7
19b6,1906,3ae7
19b7,1907,3ae7
19b8,1908,3ae6
19b9,1909,3ae6
19ba,190a,3ae6
19bb,190a,3ae5
19bc,190b,3ae5
19bd,190c,3ae4
19be,190d,3ae4
19bf,190e,3ae4
19c0,190f,3ae3
19c1,1910,3ae3
19c2,1911,3ae2
19c3,1912,3ae2
19c4,1913,3ae2
19c5,1914,3ae1
19c6,1915,3ae1
19c7,1916,3ae0
19c8,1916,3ae0
19c9,1917,3ae0
19ca,1918,3adf
19cb,1919,3adf
19cc,191a,3ade
19cd,191b,3ade
19ce,191c,3ade
19cf,191d,3add
19d0,191e,3add
19d1,191f,3add
19d2,1920,3adc
19d3,1921,3adc
19d4,1921,3adb
19d5,1922,3adb
19d6,1923,3adb
19d7,1924,3ada
19d8,1925,3ada
19d9,1926,3ad9
19da,1927,3ad9
19db,1928,3ad9
19dc,1929,3ad8
19dd,192a,3ad8
19de,192b,3ad7
19df,192c,3ad7
19e0,192d,3ad7
19e1,192d,3ad6
19e2,192e,3ad6
19e3,192f,3ad5
19e4,1930,3ad5
19e5,1931,3ad5
19e6,1932,3ad4
19e7,1933,3ad4
19e8,1934,3ad3
19e9,1935,3ad3
19ea,1936,3ad3
19eb,1937,3ad2
19ec,1938,3ad2
19ed,1938,3ad1
19ee,1939,3ad1
19ef,193a,3ad1
19f0,193b,3ad0
19f1,193c,3ad0
19f2,193d,3ad0
19f3,193e,3acf
19f4,193f,3acf
19f5,1940,3ace
19f6,1941,3ace
19f7,1942,3ace
19f8,1943,3acd
19f9,1943,3acd
19fa,1944,3acc
19fb,1945,3acc
19fc,1946,3acc
19fd,1947,3acb
19fe,1948,3acb
19ff,1949,3aca
1a00,194a,3aca
1a01,194b,3aca
1a02,194c,3ac9
1a03,194d,3ac9
1a04,194e,3ac8
1a05,194f,3ac8
1a06,194f,3ac8
1a07,1950,3ac7
1a08,1951,3ac7
1a09,1952,3ac6
1a0a,1953,3ac6
1a0b,1954,3ac6
1a0c,1955,3ac5
1a0d,1956,3ac5
1a0e,1957,3ac4
1a0f,1958,3ac4
1a10,1959,3ac4
1a11,195a,3ac3
1a12,195a,3ac3
1a13,195b,3ac2
1a14,195c,3ac2
1a15,195d,3ac2
1a16,195e,3ac1
1a17,195f,3ac1
1a18,1960,3ac0
1a19,1961,3ac0
1a1a,1962,3ac0
1a1b,1963,3abf
1a1c,1964,3abf
1a1d,1965,3abf
1a1e,1965,3abe
1a1f,1966,3abe
1a20,1967,3abd
1a21,1968,3abd
1a22,1969,3abd
1a23,196a,3abc
1a24,196b,3abc
1a25,196c,3abb
1a26,196d,3abb
1a27,196e,3abb
1a28,196f,3aba
1a29,1970,3aba
1a2a,1970,3ab9
1a2b,1971,3ab9
1a2c,1972,3ab9
1a2d,1973,3ab8
1a2e,1974,3ab8
1a2f,1975,3ab7
1a30,1976,3ab7
1a31,1977,3ab7
1a32,1978,3ab6
1a33,1979,3ab6
1a34,197a,3ab5
1a35,197b,3ab5
1a36,197b,3ab5
1a37,197c,3ab4
1a38,197d,3ab4
1a39,197e,3ab3
1a3a,197f,3ab3
1a3b,1980,3ab3
1a3c,1981,3ab2
1a3d,1982,3ab2
1a3e,1983,3ab1
1a3f,1984,3ab1
1a40,1985,3ab1
1a41,1986,3ab0
1a42,1986,3ab0
1a43,1987,3aaf
1a44,1988,3aaf
1a45,1989,3aaf
1a46,198a,3aae
1a47,198b,3aae
1a48,198c,3aad
1a49,198d,3aad
1a4a,198e,3aad
1a4b,198f,3aac
1a4c,1990,3aac
1a4d,1991,3aab
1a4e,1991,3aab
1a4f,1992,3aab
1a50,1993,3aaa
1a51,1994,3aaa
1a52,1995,3aa9
1a53,1996,3aa9
1a54,1997,3aa9
1a55,1998,3aa8
1a56,1999,3aa8
1a57,199a,3aa7
1a58,199b,3aa7
1a59,199c,3aa7
1a5a,199c,3aa6
1a5b,199d,3aa6
1a5c,199e,3aa5
1a5d,199f,3aa5
1a5e,19a0,3aa5
1a5f,19a1,3aa4
1a60,19a2,3aa4
1a61,19a3,3aa3
1a62,19a4,3aa3
1a63,19a5,3aa3
1a64,19a6,3aa2
1a65,19a7,3aa2
1a66,19a7,3aa1
1a67,19a8,3aa1
1a68,19a9,3aa1
1a69,19aa,3aa0
1a6a,19ab,3aa0
1a6b,19ac,3a9f
1a6c,19ad,3a9f
1a6d,19ae,3a9f
1a6e,19af,3a9e
1a6f,19b0,3a9e
1a70,19b1,3a9d
1a71,19b2,3a9d
1a72,19b2,3a9d
1a73,19b3,3a9c
1a74,19b4,3a9c
1a75,19b5,3a9b
1a76,19b6,3a9b
1a77,19b7,3a9b
1a78,19b8,3a9a
1a79,19b9,3a9a
1a7a,19ba,3a99
1a7b,19bb,3a99
1a7c,19bc,3a99
1a7d,19bd,3a98
1a7e,19bd,3a98
1a7f,19be,3a97
1a80,19bf,3a97
1a81,19c0,3a97
1a82,19c1,3a96
1a83,19c2,3a96
1a84,19c3,3a95
1a85,19c4,3a95
1a86,19c5,3a95
1a87,19c6,3a94
1a88,19c7,3a94
1a89,19c8,3a93
1a8a,19c8,3a93
1a8b,19c9,3a93
1a8c,19ca,3a92
1a8d,19cb,3a92
1a8e,19cc,3a91
1a8f,19cd,3a91
1a90,19ce,3a91
1a91,19cf,3a90
1a92,19d0,3a90
1a93,19d1,3a8f
1a94,19d2,3a8f
1a95,19d3,3a8e
1a96,19d3,3a8e
1a97,19d4,3a8e
1a98,19d5,3a8d
1a99,19d6,3a8d
1a9a,19d7,3a8c
1a9b,19d8,3a8c
1a9c,19d9,3a8c
1a9d,19da,3a8b
1a9e,19db,3a8b
1a9f,19dc,3a8a
1aa0,19dd,3a8a
1aa1,19de,3a8a
1aa2,19de,3a89
1aa3,19df,3a89
1aa4,19e0,3a88
1aa5,19e1,3a88
1aa6,19e2,3a88
1aa7,19e3,3a87
1aa8,19e4,3a87
1aa9,19e5,3a86
1aaa,19e6,3a86
1aab,19e7,3a86
1aac,19e8,3a85
1aad,19e8,3a85
1aae,19e9,3a84
1aaf,19ea,3a84
1ab0,19eb,3a84
1ab1,19ec,3a83
1ab2,19ed,3a83
1ab3,19ee,3a82
1ab4,19ef,3a82
1ab5,19f0,3a82
1ab6,19f1,3a81
1ab7,19f2,3a81
1ab8,19f3,3a80
1ab9,19f3,3a80
1aba,19f4,3a80
1abb,19f5,3a7f
1abc,19f6,3a7f
1abd,19f7,3a7e
1abe,19f8,3a7e
1abf,19f9,3a7d
1ac0,19fa,3a7d
1ac1,19fb,3a7d
1ac2,19fc,3a7c
1ac3,19fd,3a7c
1ac4,19fe,3a7b
1ac5,19fe,3a7b
1ac6,19ff,3a7b
1ac7,1a00,3a7a
1ac8,1a01,3a7a
1ac9,1a02,3a79
1aca,1a03,3a79
1acb,1a04,3a79
1acc,1a05,3a78
1acd,1a06,3a78
1ace,1a07,3a77
1acf,1a08,3a77
1ad0,1a08,3a77
1ad1,1a09,3a76
1ad2,1a0a,3a76
1ad3,1a0b,3a75
1ad4,1a0c,3a75
1ad5,1a0d,3a75
1ad6,1a0e,3a74
1ad7,1a0f,3a74
1ad8,1a10,3a73
1ad9,1a11,3a73
1ada,1a12,3a73
1adb,1a13,3a72
1adc,1a13,3a72
1add,1a14,3a71
1ade,1a15,3a71
1adf,1a16,3a70
1ae0,1a17,3a70
1ae1,1a18,3a70
1ae2,1a19,3a6f
1ae3,1a1a,3a6f
1ae4,1a1b,3a6e
1ae5,1a1c,3a6e
1ae6,1a1d,3a6e
1ae7,1a1d,3a6d
1ae8,1a1e,3a6d
1ae9,1a1f,3a6c
1aea,1a20,3a6c
1aeb,1a21,3a6c
1aec,1a22,3a6b
1aed,1a23,3a6b
1aee,1a24,3a6a
1aef,1a25,3a6a
1af0,1a26,3a6a
1af1,1a27,3a69
1af2,1a28,3a69
1af3,1a28,3a68
1af4,1a29,3a68
1af5,1a2a,3a67
1af6,1a2b,3a67
1af7,1a2c,3a67
1af8,1a2d,3a66
1af9,1a2e,3a66
1afa,1a2f,3a65
1afb,1a30,3a65
1afc,1a31,3a65
1afd,1a32,3a64
1afe,1a32,3a64
1aff,1a33,3a63
1b00,1a34,3a63
1b01,1a35,3a63
1b02,1a36,3a62
1b03,1a37,3a62
1b04,1a38,3a61
1b05,1a39,3a61
1b06,1a3a,3a61
1b07,1a3b,3a60
1b08,1a3c,3a60
1b09,1a3c,3a5f
1b0a,1a3d,3a5f
1b0b,1a3e,3a5e
1b0c,1a3f,3a5e
1b0d,1a40,3a5e
1b0e,1a41,3a5d
1b0f,1a42,3a5d
1b10,1a43,3a5c
1b11,1a44,3a5c
1b12,1a45,3a5c
1b13,1a46,3a5b
1b14,1a47,3a5b
1b15,1a47,3a5a
1b16,1a48,3a5a
1b17,1a49,3a5a
1b18,1a4a,3a59
1b19,1a4b,3a59
1b1a,1a4c,3a58
1b1b,1a4d,3a58
1b1c,1a4e,3a58
1b1d,1a4f,3a57
1b1e,1a50,3a57
1b1f,1a51,3a56
1b20,1a51,3a56
1b21,1a52,3a55
1b22,1a53,3a55
1b23,1a54,3a55
1b24,1a55,3a54
1b25,1a56,3a54
1b26,1a57,3a53
1b27,1a58,3a53
1b28,1a59,3a53
1b29,1a5a,3a52
1b2a,1a5b,3a52
1b2b,1a5b,3a51
1b2c,1a5c,3a51
1b2d,1a5d,3a51
1b2e,1a5e,3a50
1b2f,1a5f,3a50
1b30,1a60,3a4f
1b31,1a61,3a4f
1b32,1a62,3a4e
1b33,1a63,3a4e
1b34,1a64,3a4e
1b35,1a65,3a4d
1b36,1a66,3a4d
1b37,1a66,3a4c
1b38,1a67,3a4c
1b39,1a68,3a4c
1b3a,1a69,3a4b
1b3b,1a6a,3a4b
1b3c,1a6b,3a4a
1b3d,1a6c,3a4a
1b3e,1a6d,3a4a
1b3f,1a6e,3a49
1b40,1a6f,3a49
1b41,1a70,3a48
1b42,1a70,3a48
1b43,1a71,3a47
1b44,1a72,3a47
1b45,1a73,3a47
1b46,1a74,3a46
1b47,1a75,3a46
1b48,1a76,3a45
1b49,1a77,3a45
1b4a,1a78,3a45
1b4b,1a79,3a44
1b4c,1a7a,3a44
1b4d,1a7a,3a43
1b4e,1a7b,3a43
1b4f,1a7c,3a42
1b50,1a7d,3a42
1b51,1a7e,3a42
1b52,1a7f,3a41
1b53,1a80,3a41
1b54,1a81,3a40
1b55,1a82,3a40
1b56,1a83,3a40
1b57,1a84,3a3f
1b58,1a84,3a3f
1b59,1a85,3a3e
1b5a,1a86,3a3e
1b5b,1a87,3a3e
1b5c,1a88,3a3d
1b5d,1a89,3a3d
1b5e,1a8a,3a3c
1b5f,1a8b,3a3c
1b60,1a8c,3a3b
1b61,1a8d,3a3b
1b62,1a8e,3a3b
1b63,1a8e,3a3a
1b64,1a8f,3a3a
1b65,1a90,3a39
1b66,1a91,3a39
1b67,1a92,3a39
1b68,1a93,3a38
1b69,1a94,3a38
1b6a,1a95,3a37
1b6b,1a96,3a37
1b6c,1a97,3a36
1b6d,1a98,3a36
1b6e,1a98,3a36
1b6f,1a99,3a35
1b70,1a9a,3a35
1b71,1a9b,3a34
1b72,1a9c,3a34
1b73,1a9d,3a34
1b74,1a9e,3a33
1b75,1a9f,3a33
1b76,1aa0,3a32
1b77,1aa1,3a32
1b78,1aa2,3a31
1b79,1aa2,3a31
1b7a,1aa3,3a31
