angle,sin,cos
4a62f80,49581fa,f544ba9
4a65690,495a767,f544078
4a67da0,495ccd3,f543546
4a6a4b0,495f240,f542a14
4a6cbc0,49617ac,f541ee2
4a6f2d0,4963d19,f5413b0
4a719e0,4966285,f54087d
4a740f0,49687f1,f53fd49
4a76800,496ad5d,f53f216
4a78f10,496d2c9,f53e6e2
4a7b620,496f835,f53dbad
4a7dd30,4971da0,f53d078
4a80440,497430c,f53c543
4a82b50,4976877,f53ba0e
4a85260,4978de3,f53aed8
4a87970,497b34e,f53a3a2
4a8a080,497d8b9,f53986b
4a8c790,497fe24,f538d34
4a8eea0,498238f,f5381fd
4a915b0,49848fa,f5376c5
4a93cc0,4986e65,f536b8e
4a963d0,49893cf,f536055
4a98ae0,498b93a,f53551d
4a9b1f0,498dea4,f5349e3
4a9d900,499040e,f533eaa
4aa0010,4992979,f533370
4aa2720,4994ee3,f532836
4aa4e30,499744d,f531cfc
4aa7540,49999b6,f5311c1
4aa9c50,499bf20,f530686
4aac360,499e48a,f52fb4a
4aaea70,49a09f3,f52f00e
4ab1180,49a2f5d,f52e4d2
4ab3890,49a54c6,f52d995
4ab5fa0,49a7a2f,f52ce58
4ab86b0,49a9f98,f52c31b
4abadc0,49ac501,f52b7dd
4abd4d0,49aea6a,f52ac9f
4abfbe0,49b0fd3,f52a161
4ac22f0,49b353c,f529622
4ac4a00,49b5aa4,f528ae3
4ac7110,49b800d,f527fa4
4ac9820,49ba575,f527464
4acbf30,49bcadd,f526924
4ace640,49bf046,f525de3
4ad0d50,49c15ae,f5252a2
4ad3460,49c3b16,f524761
4ad5b70,49c607d,f523c20
4ad8280,49c85e5,f5230de
4ada990,49cab4d,f52259b
4add0a0,49cd0b4,f521a59
4adf7b0,49cf61c,f520f16
4ae1ec0,49d1b83,f5203d2
4ae45d0,49d40ea,f51f88e
4ae6ce0,49d6651,f51ed4a
4ae93f0,49d8bb8,f51e206
4aebb00,49db11f,f51d6c1
4aee210,49dd686,f51cb7c
4af0920,49dfbec,f51c036
4af3030,49e2153,f51b4f0
4af5740,49e46b9,f51a9aa
4af7e50,49e6c20,f519e64
4afa560,49e9186,f51931d
4afcc70,49eb6ec,f5187d5
4aff380,49edc52,f517c8e
4b01a90,49f01b8,f517146
4b041a0,49f271e,f5165fd
4b068b0,49f4c83,f515ab5
4b08fc0,49f71e9,f514f6b
4b0b6d0,49f974e,f514422
4b0dde0,49fbcb4,f5138d8
4b104f0,49fe219,f512d8e
4b12c00,4a0077e,f512244
4b15310,4a02ce3,f5116f9
4b17a20,4a05248,f510bad
4b1a130,4a077ad,f510062
4b1c840,4a09d12,f50f516
4b1ef50,4a0c276,f50e9ca
4b21660,4a0e7db,f50de7d
4b23d70,4a10d3f,f50d330
4b26480,4a132a3,f50c7e3
4b28b90,4a15807,f50bc95
4b2b2a0,4a17d6b,f50b147
4b2d9b0,4a1a2cf,f50a5f8
4b300c0,4a1c833,f509aaa
4b327d0,4a1ed97,f508f5a
4b34ee0,4a212fb,f50840b
4b375f0,4a2385e,f5078bb
4b39d00,4a25dc2,f506d6b
4b3c410,4a28325,f50621a
4b3eb20,4a2a888,f5056c9
4b41230,4a2cdeb,f504b78
4b43940,4a2f34e,f504026
4b46050,4a318b1,f5034d4
4b48760,4a33e14,f502982
4b4ae70,4a36376,f501e2f
4b4d580,4a388d9,f5012dc
4b4fc90,4a3ae3b,f500789
4b523a0,4a3d39e,f4ffc35
4b54ab0,4a3f900,f4ff0e1
4b571c0,4a41e62,f4fe58c
4b598d0,4a443c4,f4fda37
4b5bfe0,4a46926,f4fcee2
4b5e6f0,4a48e88,f4fc38d
4b60e00,4a4b3e9,f4fb837
4b63510,4a4d94b,f4face0
4b65c20,4a4feac,f4fa18a
4b68330,4a5240e,f4f9633
4b6aa40,4a5496f,f4f8adb
4b6d150,4a56ed0,f4f7f84
4b6f860,4a59431,f4f742c
4b71f70,4a5b992,f4f68d3
4b74680,4a5def3,f4f5d7a
4b76d90,4a60454,f4f5221
4b794a0,4a629b4,f4f46c8
4b7bbb0,4a64f15,f4f3b6e
4b7e2c0,4a67475,f4f3014
4b809d0,4a699d5,f4f24b9
4b830e0,4a6bf36,f4f195e
4b857f0,4a6e496,f4f0e03
4b87f00,4a709f6,f4f02a7
4b8a610,4a72f55,f4ef74b
4b8cd20,4a754b5,f4eebef
4b8f430,4a77a15,f4ee092
4b91b40,4a79f74,f4ed535
4b94250,4a7c4d4,f4ec9d8
4b96960,4a7ea33,f4ebe7a
4b99070,4a80f92,f4eb31c
4b9b780,4a834f1,f4ea7bd
4b9de90,4a85a50,f4e9c5f
4ba05a0,4a87faf,f4e90ff
4ba2cb0,4a8a50e,f4e85a0
4ba53c0,4a8ca6d,f4e7a40
4ba7ad0,4a8efcb,f4e6ee0
4baa1e0,4a9152a,f4e637f
4bac8f0,4a93a88,f4e581e
4baf000,4a95fe6,f4e4cbd
4bb1710,4a98544,f4e415b
4bb3e20,4a9aaa2,f4e35f9
4bb6530,4a9d000,f4e2a97
4bb8c40,4a9f55e,f4e1f34
4bbb350,4aa1abc,f4e13d1
4bbda60,4aa4019,f4e086d
4bc0170,4aa6577,f4dfd09
4bc2880,4aa8ad4,f4df1a5
4bc4f90,4aab031,f4de641
4bc76a0,4aad58e,f4ddadc
4bc9db0,4aafaeb,f4dcf77
4bcc4c0,4ab2048,f4dc411
4bcebd0,4ab45a5,f4db8ab
4bd12e0,4ab6b02,f4dad45
4bd39f0,4ab905e,f4da1de
4bd6100,4abb5bb,f4d9677
4bd8810,4abdb17,f4d8b10
4bdaf20,4ac0073,f4d7fa8
4bdd630,4ac25d0,f4d7440
4bdfd40,4ac4b2c,f4d68d7
4be2450,4ac7088,f4d5d6e
4be4b60,4ac95e3,f4d5205
4be7270,4acbb3f,f4d469c
4be9980,4ace09b,f4d3b32
4bec090,4ad05f6,f4d2fc8
4bee7a0,4ad2b52,f4d245d
4bf0eb0,4ad50ad,f4d18f2
4bf35c0,4ad7608,f4d0d87
4bf5cd0,4ad9b63,f4d021b
4bf83e0,4adc0be,f4cf6af
4bfaaf0,4ade619,f4ceb43
4bfd200,4ae0b74,f4cdfd6
4bff910,4ae30ce,f4cd469
4c02020,4ae5629,f4cc8fb
4c04730,4ae7b83,f4cbd8e
4c06e40,4aea0dd,f4cb21f
4c09550,4aec638,f4ca6b1
4c0bc60,4aeeb92,f4c9b42
4c0e370,4af10ec,f4c8fd3
4c10a80,4af3646,f4c8463
4c13190,4af5b9f,f4c78f3
4c158a0,4af80f9,f4c6d83
4c17fb0,4afa653,f4c6212
4c1a6c0,4afcbac,f4c56a1
4c1cdd0,4aff105,f4c4b30
4c1f4e0,4b0165e,f4c3fbe
4c21bf0,4b03bb8,f4c344c
4c24300,4b06111,f4c28da
4c26a10,4b08669,f4c1d67
4c29120,4b0abc2,f4c11f4
4c2b830,4b0d11b,f4c0680
4c2df40,4b0f673,f4bfb0c
4c30650,4b11bcc,f4bef98
4c32d60,4b14124,f4be424
4c35470,4b1667c,f4bd8af
4c37b80,4b18bd5,f4bcd39
4c3a290,4b1b12d,f4bc1c4
4c3c9a0,4b1d684,f4bb64e
4c3f0b0,4b1fbdc,f4baad7
4c417c0,4b22134,f4b9f61
4c43ed0,4b2468c,f4b93ea
4c465e0,4b26be3,f4b8872
4c48cf0,4b2913a,f4b7cfa
4c4b400,4b2b692,f4b7182
4c4db10,4b2dbe9,f4b660a
4c50220,4b30140,f4b5a91
4c52930,4b32697,f4b4f18
4c55040,4b34bed,f4b439e
4c57750,4b37144,f4b3824
4c59e60,4b3969b,f4b2caa
4c5c570,4b3bbf1,f4b212f
4c5ec80,4b3e148,f4b15b4
4c61390,4b4069e,f4b0a39
4c63aa0,4b42bf4,f4afebd
4c661b0,4b4514a,f4af341
4c688c0,4b476a0,f4ae7c5
4c6afd0,4b49bf6,f4adc48
4c6d6e0,4b4c14b,f4ad0cb
4c6fdf0,4b4e6a1,f4ac54e
4c72500,4b50bf7,f4ab9d0
4c74c10,4b5314c,f4aae52
4c77320,4b556a1,f4aa2d3
4c79a30,4b57bf6,f4a9754
4c7c140,4b5a14b,f4a8bd5
4c7e850,4b5c6a0,f4a8055
4c80f60,4b5ebf5,f4a74d5
4c83670,4b6114a,f4a6955
4c85d80,4b6369f,f4a5dd4
4c88490,4b65bf3,f4a5253
4c8aba0,4b68147,f4a46d2
4c8d2b0,4b6a69c,f4a3b50
4c8f9c0,4b6cbf0,f4a2fce
4c920d0,4b6f144,f4a244c
4c947e0,4b71698,f4a18c9
4c96ef0,4b73bec,f4a0d46
4c99600,4b76140,f4a01c2
4c9bd10,4b78693,f49f63e
4c9e420,4b7abe7,f49eaba
4ca0b30,4b7d13a,f49df35
4ca3240,4b7f68d,f49d3b0
4ca5950,4b81be1,f49c82b
4ca8060,4b84134,f49bca5
4caa770,4b86687,f49b11f
4cace80,4b88bd9,f49a599
4caf590,4b8b12c,f499a12
4cb1ca0,4b8d67f,f498e8b
4cb43b0,4b8fbd1,f498304
4cb6ac0,4b92124,f49777c
4cb91d0,4b94676,f496bf4
4cbb8e0,4b96bc8,f49606b
4cbdff0,4b9911a,f4954e2
4cc0700,4b9b66c,f494959
4cc2e10,4b9dbbe,f493dd0
4cc5520,4ba0110,f493246
4cc7c30,4ba2662,f4926bb
4cca340,4ba4bb3,f491b31
4ccca50,4ba7105,f490fa6
4ccf160,4ba9656,f49041a
4cd1870,4babba7,f48f88f
4cd3f80,4bae0f8,f48ed03
4cd6690,4bb0649,f48e176
4cd8da0,4bb2b9a,f48d5e9
4cdb4b0,4bb50eb,f48ca5c
4cddbc0,4bb763b,f48becf
4ce02d0,4bb9b8c,f48b341
4ce29e0,4bbc0dc,f48a7b3
4ce50f0,4bbe62d,f489c24
4ce7800,4bc0b7d,f489095
4ce9f10,4bc30cd,f488506
4cec620,4bc561d,f487976
4ceed30,4bc7b6d,f486de6
4cf1440,4bca0bd,f486256
4cf3b50,4bcc60c,f4856c5
4cf6260,4bceb5c,f484b34
4cf8970,4bd10ab,f483fa3
4cfb080,4bd35fb,f483411
4cfd790,4bd5b4a,f48287f
4cffea0,4bd8099,f481ced
4d025b0,4bda5e8,f48115a
4d04cc0,4bdcb37,f4805c7
4d073d0,4bdf086,f47fa33
4d09ae0,4be15d4,f47ee9f
4d0c1f0,4be3b23,f47e30b
4d0e900,4be6071,f47d776
4d11010,4be85c0,f47cbe1
4d13720,4beab0e,f47c04c
4d15e30,4bed05c,f47b4b6
4d18540,4bef5aa,f47a920
4d1ac50,4bf1af8,f479d8a
4d1d360,4bf4046,f4791f3
4d1fa70,4bf6594,f47865c
4d22180,4bf8ae1,f477ac5
4d24890,4bfb02f,f476f2d
4d26fa0,4bfd57c,f476395
4d296b0,4bffac9,f4757fc
4d2bdc0,4c02016,f474c63
4d2e4d0,4c04563,f4740ca
4d30be0,4c06ab0,f473530
4d332f0,4c08ffd,f472996
4d35a00,4c0b54a,f471dfc
4d38110,4c0da96,f471261
4d3a820,4c0ffe3,f4706c6
4d3cf30,4c1252f,f46fb2b
4d3f640,4c14a7b,f46ef8f
4d41d50,4c16fc7,f46e3f3
4d44460,4c19513,f46d857
4d46b70,4c1ba5f,f46ccba
4d49280,4c1dfab,f46c11d
4d4b990,4c204f7,f46b57f
4d4e0a0,4c22a42,f46a9e2
4d507b0,4c24f8e,f469e43
4d52ec0,4c274d9,f4692a5
4d555d0,4c29a24,f468706
4d57ce0,4c2bf70,f467b67
4d5a3f0,4c2e4bb,f466fc7
4d5cb00,4c30a05,f466427
4d5f210,4c32f50,f465887
4d61920,4c3549b,f464ce6
4d64030,4c379e6,f464145
4d66740,4c39f30,f4635a3
4d68e50,4c3c47a,f462a02
4d6b560,4c3e9c5,f461e5f
4d6dc70,4c40f0f,f4612bd
4d70380,4c43459,f46071a
4d72a90,4c459a3,f45fb77
4d751a0,4c47eec,f45efd3
4d778b0,4c4a436,f45e430
4d79fc0,4c4c980,f45d88b
4d7c6d0,4c4eec9,f45cce7
4d7ede0,4c51413,f45c142
4d814f0,4c5395c,f45b59c
4d83c00,4c55ea5,f45a9f7
4d86310,4c583ee,f459e51
4d88a20,4c5a937,f4592aa
4d8b130,4c5ce80,f458703
4d8d840,4c5f3c8,f457b5c
4d8ff50,4c61911,f456fb5
4d92660,4c63e59,f45640d
4d94d70,4c663a2,f455865
4d97480,4c688ea,f454cbc
4d99b90,4c6ae32,f454114
4d9c2a0,4c6d37a,f45356a
4d9e9b0,4c6f8c2,f4529c1
4da10c0,4c71e0a,f451e17
4da37d0,4c74352,f45126c
4da5ee0,4c76899,f4506c2
4da85f0,4c78de1,f44fb17
4daad00,4c7b328,f44ef6b
4dad410,4c7d86f,f44e3c0
4dafb20,4c7fdb6,f44d814
4db2230,4c822fd,f44cc67
4db4940,4c84844,f44c0ba
4db7050,4c86d8b,f44b50d
4db9760,4c892d2,f44a960
4dbbe70,4c8b818,f449db2
4dbe580,4c8dd5f,f449204
4dc0c90,4c902a5,f448655
4dc33a0,4c927eb,f447aa6
4dc5ab0,4c94d31,f446ef7
4dc81c0,4c97277,f446347
4dca8d0,4c997bd,f445797
4dccfe0,4c9bd03,f444be7
4dcf6f0,4c9e249,f444036
4dd1e00,4ca078e,f443485
4dd4510,4ca2cd4,f4428d4
4dd6c20,4ca5219,f441d22
4dd9330,4ca775f,f441170
4ddba40,4ca9ca4,f4405bd
4dde150,4cac1e9,f43fa0b
4de0860,4cae72e,f43ee57
4de2f70,4cb0c72,f43e2a4
4de5680,4cb31b7,f43d6f0
4de7d90,4cb56fc,f43cb3c
4dea4a0,4cb7c40,f43bf87
4decbb0,4cba184,f43b3d2
4def2c0,4cbc6c9,f43a81d
4df19d0,4cbec0d,f439c67
4df40e0,4cc1151,f4390b1
4df67f0,4cc3695,f4384fb
4df8f00,4cc5bd8,f437944
4dfb610,4cc811c,f436d8d
4dfdd20,4cca660,f4361d5
4e00430,4cccba3,f43561d
4e02b40,4ccf0e6,f434a65
4e05250,4cd162a,f433ead
4e07960,4cd3b6d,f4332f4
4e0a070,4cd60b0,f43273b
4e0c780,4cd85f3,f431b81
4e0ee90,4cdab35,f430fc7
4e115a0,4cdd078,f43040d
4e13cb0,4cdf5bb,f42f852
4e163c0,4ce1afd,f42ec97
4e18ad0,4ce403f,f42e0dc
4e1b1e0,4ce6582,f42d520
4e1d8f0,4ce8ac4,f42c964
4e20000,4ceb006,f42bda8
4e22710,4ced548,f42b1eb
4e24e20,4cefa89,f42a62e
4e27530,4cf1fcb,f429a70
4e29c40,4cf450d,f428eb2
4e2c350,4cf6a4e,f4282f4
4e2ea60,4cf8f8f,f427736
4e31170,4cfb4d1,f426b77
4e33880,4cfda12,f425fb7
4e35f90,4cfff53,f4253f8
4e386a0,4d02494,f424838
4e3adb0,4d049d4,f423c77
4e3d4c0,4d06f15,f4230b7
4e3fbd0,4d09456,f4224f6
4e422e0,4d0b996,f421934
4e449f0,4d0ded6,f420d73
4e47100,4d10417,f4201b0
4e49810,4d12957,f41f5ee
4e4bf20,4d14e97,f41ea2b
4e4e630,4d173d6,f41de68
4e50d40,4d19916,f41d2a4
4e53450,4d1be56,f41c6e0
4e55b60,4d1e395,f41bb1c
4e58270,4d208d5,f41af58
4e5a980,4d22e14,f41a393
4e5d090,4d25353,f4197cd
4e5f7a0,4d27892,f418c08
4e61eb0,4d29dd1,f418042
4e645c0,4d2c310,f41747b
4e66cd0,4d2e84f,f4168b5
4e693e0,4d30d8e,f415ced
4e6baf0,4d332cc,f415126
4e6e200,4d3580b,f41455e
4e70910,4d37d49,f413996
4e73020,4d3a287,f412dce
4e75730,4d3c7c5,f412205
4e77e40,4d3ed03,f41163b
4e7a550,4d41241,f410a72
4e7cc60,4d4377f,f40fea8
4e7f370,4d45cbc,f40f2de
4e81a80,4d481fa,f40e713
4e84190,4d4a737,f40db48
4e868a0,4d4cc74,f40cf7d
4e88fb0,4d4f1b2,f40c3b1
4e8b6c0,4d516ef,f40b7e5
4e8ddd0,4d53c2c,f40ac19
4e904e0,4d56168,f40a04c
4e92bf0,4d586a5,f40947f
4e95300,4d5abe2,f4088b1
4e97a10,4d5d11e,f407ce3
4e9a120,4d5f65b,f407115
4e9c830,4d61b97,f406547
4e9ef40,4d640d3,f405978
4ea1650,4d6660f,f404da8
4ea3d60,4d68b4b,f4041d9
4ea6470,4d6b087,f403609
4ea8b80,4d6d5c3,f402a39
4eab290,4d6fafe,f401e68
4ead9a0,4d7203a,f401297
4eb00b0,4d74575,f4006c5
4eb27c0,4d76ab0,f3ffaf4
4eb4ed0,4d78fec,f3fef22
4eb75e0,4d7b527,f3fe34f
4eb9cf0,4d7da61,f3fd77c
4ebc400,4d7ff9c,f3fcba9
4ebeb10,4d824d7,f3fbfd6
4ec1220,4d84a12,f3fb402
4ec3930,4d86f4c,f3fa82e
4ec6040,4d89486,f3f9c59
4ec8750,4d8b9c1,f3f9084
4ecae60,4d8defb,f3f84af
4ecd570,4d90435,f3f78d9
4ecfc80,4d9296f,f3f6d03
4ed2390,4d94ea8,f3f612d
4ed4aa0,4d973e2,f3f5556
4ed71b0,4d9991c,f3f497f
4ed98c0,4d9be55,f3f3da8
4edbfd0,4d9e38e,f3f31d0
4ede6e0,4da08c8,f3f25f8
4ee0df0,4da2e01,f3f1a1f
4ee3500,4da533a,f3f0e46
4ee5c10,4da7873,f3f026d
4ee8320,4da9dab,f3ef694
4eeaa30,4dac2e4,f3eeaba
4eed140,4dae81d,f3ededf
4eef850,4db0d55,f3ed305
4ef1f60,4db328d,f3ec72a
4ef4670,4db57c6,f3ebb4e
4ef6d80,4db7cfe,f3eaf73
4ef9490,4dba236,f3ea397
4efbba0,4dbc76e,f3e97ba
4efe2b0,4dbeca5,f3e8bde
4f009c0,4dc11dd,f3e8000
4f030d0,4dc3715,f3e7423
4f057e0,4dc5c4c,f3e6845
4f07ef0,4dc8183,f3e5c67
4f0a600,4dca6ba,f3e5089
4f0cd10,4dccbf2,f3e44aa
4f0f420,4dcf129,f3e38ca
4f11b30,4dd165f,f3e2ceb
4f14240,4dd3b96,f3e210b
4f16950,4dd60cd,f3e152b
4f19060,4dd8603,f3e094a
4f1b770,4ddab3a,f3dfd69
4f1de80,4ddd070,f3df188
4f20590,4ddf5a6,f3de5a6
4f22ca0,4de1adc,f3dd9c4
4f253b0,4de4012,f3dcde1
4f27ac0,4de6548,f3dc1ff
4f2a1d0,4de8a7e,f3db61b
4f2c8e0,4deafb3,f3daa38
4f2eff0,4ded4e9,f3d9e54
4f31700,4defa1e,f3d9270
4f33e10,4df1f53,f3d868b
4f36520,4df4489,f3d7aa6
4f38c30,4df69be,f3d6ec1
4f3b340,4df8ef3,f3d62dc
4f3da50,4dfb427,f3d56f6
4f40160,4dfd95c,f3d4b0f
4f42870,4dffe91,f3d3f29
4f44f80,4e023c5,f3d3342
4f47690,4e048f9,f3d275a
4f49da0,4e06e2e,f3d1b72
4f4c4b0,4e09362,f3d0f8a
4f4ebc0,4e0b896,f3d03a2
4f512d0,4e0ddca,f3cf7b9
4f539e0,4e102fe,f3cebd0
4f560f0,4e12831,f3cdfe6
4f58800,4e14d65,f3cd3fc
4f5af10,4e17298,f3cc812
4f5d620,4e197cc,f3cbc28
4f5fd30,4e1bcff,f3cb03d
4f62440,4e1e232,f3ca451
4f64b50,4e20765,f3c9866
4f67260,4e22c98,f3c8c7a
4f69970,4e251cb,f3c808d
4f6c080,4e276fd,f3c74a1
4f6e790,4e29c30,f3c68b4
4f70ea0,4e2c162,f3c5cc6
4f735b0,4e2e694,f3c50d8
4f75cc0,4e30bc7,f3c44ea
4f783d0,4e330f9,f3c38fc
4f7aae0,4e3562b,f3c2d0d
4f7d1f0,4e37b5d,f3c211e
4f7f900,4e3a08e,f3c152e
4f82010,4e3c5c0,f3c093e
4f84720,4e3eaf1,f3bfd4e
4f86e30,4e41023,f3bf15d
4f89540,4e43554,f3be56c
4f8bc50,4e45a85,f3bd97b
4f8e360,4e47fb6,f3bcd89
4f90a70,4e4a4e7,f3bc197
4f93180,4e4ca18,f3bb5a5
4f95890,4e4ef49,f3ba9b2
4f97fa0,4e51479,f3b9dbf
4f9a6b0,4e539aa,f3b91cc
4f9cdc0,4e55eda,f3b85d8
4f9f4d0,4e5840b,f3b79e4
4fa1be0,4e5a93b,f3b6def
4fa42f0,4e5ce6b,f3b61fa
4fa6a00,4e5f39b,f3b5605
4fa9110,4e618cb,f3b4a0f
4fab820,4e63dfa,f3b3e1a
4fadf30,4e6632a,f3b3223
4fb0640,4e68859,f3b262d
4fb2d50,4e6ad89,f3b1a36
4fb5460,4e6d2b8,f3b0e3e
4fb7b70,4e6f7e7,f3b0247
4fba280,4e71d16,f3af64e
4fbc990,4e74245,f3aea56
4fbf0a0,4e76774,f3ade5d
4fc17b0,4e78ca2,f3ad264
4fc3ec0,4e7b1d1,f3ac66b
4fc65d0,4e7d6ff,f3aba71
4fc8ce0,4e7fc2e,f3aae77
4fcb3f0,4e8215c,f3aa27c
4fcdb00,4e8468a,f3a9681
4fd0210,4e86bb8,f3a8a86
4fd2920,4e890e6,f3a7e8a
4fd5030,4e8b614,f3a728e
4fd7740,4e8db41,f3a6692
4fd9e50,4e9006f,f3a5a95
4fdc560,4e9259c,f3a4e98
4fdec70,4e94ac9,f3a429b
4fe1380,4e96ff7,f3a369d
4fe3a90,4e99524,f3a2a9f
4fe61a0,4e9ba51,f3a1ea1
4fe88b0,4e9df7d,f3a12a2
4feafc0,4ea04aa,f3a06a3
4fed6d0,4ea29d7,f39faa3
4fefde0,4ea4f03,f39eea3
4ff24f0,4ea7430,f39e2a3
4ff4c00,4ea995c,f39d6a3
4ff7310,4eabe88,f39caa2
4ff9a20,4eae3b4,f39bea0
4ffc130,4eb08e0,f39b29f
4ffe840,4eb2e0c,f39a69d
5000f50,4eb5337,f399a9a
5003660,4eb7863,f398e98
5005d70,4eb9d8f,f398295
5008480,4ebc2ba,f397691
500ab90,4ebe7e5,f396a8d
500d2a0,4ec0d10,f395e89
500f9b0,4ec323b,f395285
50120c0,4ec5766,f394680
50147d0,4ec7c91,f393a7b
5016ee0,4eca1bc,f392e75
50195f0,4ecc6e6,f39226f
501bd00,4ecec11,f391669
501e410,4ed113b,f390a63
5020b20,4ed3665,f38fe5c
5023230,4ed5b8f,f38f254
5025940,4ed80b9,f38e64d
5028050,4eda5e3,f38da45
502a760,4edcb0d,f38ce3c
502ce70,4edf036,f38c234
502f580,4ee1560,f38b62a
5031c90,4ee3a89,f38aa21
50343a0,4ee5fb3,f389e17
5036ab0,4ee84dc,f38920d
50391c0,4eeaa05,f388603
503b8d0,4eecf2e,f3879f8
503dfe0,4eef457,f386dec
50406f0,4ef197f,f3861e1
5042e00,4ef3ea8,f3855d5
5045510,4ef63d0,f3849c9
5047c20,4ef88f9,f383dbc
504a330,4efae21,f3831af
504ca40,4efd349,f3825a2
504f150,4eff871,f381994
5051860,4f01d99,f380d86
5053f70,4f042c1,f380178
5056680,4f067e8,f37f569
5058d90,4f08d10,f37e95a
505b4a0,4f0b237,f37dd4a
505dbb0,4f0d75f,f37d13b
50602c0,4f0fc86,f37c52a
50629d0,4f121ad,f37b91a
50650e0,4f146d4,f37ad09
50677f0,4f16bfb,f37a0f8
5069f00,4f19122,f3794e6
506c610,4f1b648,f3788d4
506ed20,4f1db6f,f377cc2
5071430,4f20095,f3770af
5073b40,4f225bc,f37649c
5076250,4f24ae2,f375889
5078960,4f27008,f374c75
507b070,4f2952e,f374061
507d780,4f2ba54,f37344d
507fe90,4f2df79,f372838
50825a0,4f3049f,f371c23
5084cb0,4f329c4,f37100d
50873c0,4f34eea,f3703f7
5089ad0,4f3740f,f36f7e1
508c1e0,4f39934,f36ebcb
508e8f0,4f3be59,f36dfb4
5091000,4f3e37e,f36d39d
5093710,4f408a3,f36c785
5095e20,4f42dc8,f36bb6d
5098530,4f452ec,f36af55
509ac40,4f47811,f36a33c
509d350,4f49d35,f369723
509fa60,4f4c259,f368b0a
50a2170,4f4e77d,f367ef0
50a4880,4f50ca1,f3672d6
50a6f90,4f531c5,f3666bb
50a96a0,4f556e9,f365aa1
50abdb0,4f57c0d,f364e85
50ae4c0,4f5a130,f36426a
50b0bd0,4f5c653,f36364e
50b32e0,4f5eb77,f362a32
50b59f0,4f6109a,f361e15
50b8100,4f635bd,f3611f8
50ba810,4f65ae0,f3605db
50bcf20,4f68003,f35f9bd
50bf630,4f6a526,f35ed9f
50c1d40,4f6ca48,f35e181
50c4450,4f6ef6b,f35d562
50c6b60,4f7148d,f35c943
50c9270,4f739af,f35bd24
50cb980,4f75ed1,f35b104
50ce090,4f783f3,f35a4e4
50d07a0,4f7a915,f3598c4
50d2eb0,4f7ce37,f358ca3
50d55c0,4f7f359,f358082
50d7cd0,4f8187a,f357460
50da3e0,4f83d9c,f35683e
50dcaf0,4f862bd,f355c1c
50df200,4f887de,f354ff9
50e1910,4f8acff,f3543d7
50e4020,4f8d220,f3537b3
50e6730,4f8f741,f352b90
50e8e40,4f91c62,f351f6c
50eb550,4f94183,f351347
50edc60,4f966a3,f350723
50f0370,4f98bc4,f34fafd
50f2a80,4f9b0e4,f34eed8
50f5190,4f9d604,f34e2b2
50f78a0,4f9fb24,f34d68c
50f9fb0,4fa2044,f34ca66
50fc6c0,4fa4564,f34be3f
50fedd0,4fa6a84,f34b218
51014e0,4fa8fa3,f34a5f0
5103bf0,4fab4c3,f3499c8
5106300,4fad9e2,f348da0
5108a10,4faff01,f348177
510b120,4fb2420,f34754e
510d830,4fb493f,f346925
510ff40,4fb6e5e,f345cfb
5112650,4fb937d,f3450d1
5114d60,4fbb89c,f3444a7
5117470,4fbddba,f34387c
5119b80,4fc02d9,f342c51
511c290,4fc27f7,f342026
511e9a0,4fc4d15,f3413fa
51210b0,4fc7233,f3407ce
51237c0,4fc9751,f33fba1
5125ed0,4fcbc6f,f33ef74
51285e0,4fce18d,f33e347
512acf0,4fd06ab,f33d71a
512d400,4fd2bc8,f33caec
512fb10,4fd50e5,f33bebd
5132220,4fd7603,f33b28f
5134930,4fd9b20,f33a660
5137040,4fdc03d,f339a31
5139750,4fde55a,f338e01
513be60,4fe0a77,f3381d1
513e570,4fe2f93,f3375a0
5140c80,4fe54b0,f336970
5143390,4fe79cc,f335d3f
5145aa0,4fe9ee9,f33510d
51481b0,4fec405,f3344db
514a8c0,4fee921,f3338a9
514cfd0,4ff0e3d,f332c77
514f6e0,4ff3359,f332044
5151df0,4ff5875,f331411
5154500,4ff7d90,f3307dd
5156c10,4ffa2ac,f32fba9
5159320,4ffc7c7,f32ef75
515ba30,4ffece3,f32e340
515e140,50011fe,f32d70b
5160850,5003719,f32cad6
5162f60,5005c34,f32bea0
5165670,500814f,f32b26a
5167d80,500a669,f32a634
516a490,500cb84,f3299fd
516cba0,500f09e,f328dc6
516f2b0,50115b9,f32818e
51719c0,5013ad3,f327556
51740d0,5015fed,f32691e
51767e0,5018507,f325ce6
5178ef0,501aa21,f3250ad
517b600,501cf3b,f324474
517dd10,501f454,f32383a
5180420,502196e,f322c00
5182b30,5023e87,f321fc6
5185240,50263a1,f32138b
5187950,50288ba,f320750
518a060,502add3,f31fb15
518c770,502d2ec,f31eed9
518ee80,502f805,f31e29d
5191590,5031d1e,f31d660
5193ca0,5034236,f31ca24
51963b0,503674f,f31bde7
5198ac0,5038c67,f31b1a9
519b1d0,503b17f,f31a56b
519d8e0,503d698,f31992d
519fff0,503fbb0,f318cee
51a2700,50420c7,f3180b0
51a4e10,50445df,f317470
51a7520,5046af7,f316831
51a9c30,504900e,f315bf1
51ac340,504b526,f314fb0
51aea50,504da3d,f314370
51b1160,504ff54,f31372f
51b3870,505246c,f312aed
51b5f80,5054983,f311eac
51b8690,5056e99,f31126a
51bada0,50593b0,f310627
